% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-06-06 T 13:46:54 +0200
% Time (s), Input 1 (V), Input 2 (V)
1.2360000000e+00, -2.6656410521e+00, -1.9994138472e-01
1.2370000000e+00, -2.6659990394e+00, -1.5806343502e-01
1.2380000000e+00, -2.6659002412e+00, -1.2777833380e-01
1.2390000000e+00, -2.6652965089e+00, -1.0362841599e-01
1.2400000000e+00, -2.6657661132e+00, -1.0844670634e-01
1.2410000000e+00, -2.6659064942e+00, -1.3220330709e-01
1.2420000000e+00, -2.6658336461e+00, -1.3590886657e-01
1.2430000000e+00, -2.6650169974e+00, -1.3075760112e-01
1.2440000000e+00, -2.6650063672e+00, -1.1166296439e-01
1.2450000000e+00, -2.6661878816e+00, -9.6883559862e-02
1.2460000000e+00, -2.6658205147e+00, -8.8027047579e-02
1.2470000000e+00, -2.6657833091e+00, -1.3292115762e-01
1.2480000000e+00, -2.6654972319e+00, -1.6577845239e-01
1.2490000000e+00, -2.6653790492e+00, -1.8795459387e-01
1.2500000000e+00, -2.6650945352e+00, -1.7855437859e-01
1.2510000000e+00, -2.6654575250e+00, -1.5287027411e-01
1.2520000000e+00, -2.6657864356e+00, -1.4722564274e-01
1.2530000000e+00, -2.6656329231e+00, -1.4729036185e-01
1.2540000000e+00, -2.6658155123e+00, -1.6207570678e-01
1.2550000000e+00, -2.6658474029e+00, -1.7706365064e-01
1.2560000000e+00, -2.6657826838e+00, -1.8911422264e-01
1.2570000000e+00, -2.6657917507e+00, -1.4367359572e-01
1.2580000000e+00, -2.6658836706e+00, -1.1234298396e-01
1.2590000000e+00, -2.6660906466e+00, -9.3032616883e-02
1.2600000000e+00, -2.6654487707e+00, -1.0363466904e-01
1.2610000000e+00, -2.6638229768e+00, -1.2634450864e-01
1.2620000000e+00, -2.6636353852e+00, -1.2919527571e-01
1.2630000000e+00, -2.6636185020e+00, -1.2162532918e-01
1.2640000000e+00, -2.6641381307e+00, -1.0219365287e-01
1.2650000000e+00, -2.6638214135e+00, -8.6310271749e-02
1.2660000000e+00, -2.6637838952e+00, -7.4958791131e-02
1.2670000000e+00, -2.6642766358e+00, -1.1874579806e-01
1.2680000000e+00, -2.6649835435e+00, -1.5008485144e-01
1.2690000000e+00, -2.6650404463e+00, -1.7484819380e-01
1.2700000000e+00, -2.6645373882e+00, -1.6543297119e-01
1.2710000000e+00, -2.6637441883e+00, -1.4287476814e-01
1.2720000000e+00, -2.6634509201e+00, -1.3748682462e-01
1.2730000000e+00, -2.6641296891e+00, -1.3995021503e-01
1.2740000000e+00, -2.6642091029e+00, -1.5576856439e-01
1.2750000000e+00, -2.6644373393e+00, -1.7448958118e-01
1.2760000000e+00, -2.6651101679e+00, -1.8424590786e-01
1.2770000000e+00, -2.6655313110e+00, -1.3961536402e-01
1.2780000000e+00, -2.6655391273e+00, -1.0662331595e-01
1.2790000000e+00, -2.6661165968e+00, -8.3379152935e-02
1.2800000000e+00, -2.6650341933e+00, -9.2203149340e-02
1.2810000000e+00, -2.6659083701e+00, -1.1738763485e-01
1.2820000000e+00, -2.6655700799e+00, -1.2098783038e-01
1.2830000000e+00, -2.6655969681e+00, -1.1575027279e-01
1.2840000000e+00, -2.6644501581e+00, -9.8360843745e-02
1.2850000000e+00, -2.6649260154e+00, -8.4451238952e-02
1.2860000000e+00, -2.6652005245e+00, -7.4884379795e-02
1.2870000000e+00, -2.6647521805e+00, -1.1608856299e-01
1.2880000000e+00, -2.6642191077e+00, -1.4867853972e-01
1.2890000000e+00, -2.6649066310e+00, -1.7103820832e-01
1.2900000000e+00, -2.6648875592e+00, -1.6112930714e-01
1.2910000000e+00, -2.6636544570e+00, -1.3704629700e-01
1.2920000000e+00, -2.6643657418e+00, -1.3335637015e-01
1.2930000000e+00, -2.6639955611e+00, -1.3124346338e-01
1.2940000000e+00, -2.6637185508e+00, -1.4905872537e-01
1.2950000000e+00, -2.6634018337e+00, -1.6558398243e-01
1.2960000000e+00, -2.6632789612e+00, -1.7886859453e-01
1.2970000000e+00, -2.6646730794e+00, -1.3545426958e-01
1.2980000000e+00, -2.6654024981e+00, -1.0479023332e-01
1.2990000000e+00, -2.6659265040e+00, -8.1731160692e-02
1.3000000000e+00, -2.6659743399e+00, -9.0755567461e-02
1.3010000000e+00, -2.6652386681e+00, -1.1497082968e-01
1.3020000000e+00, -2.6653956198e+00, -1.2039629152e-01
1.3030000000e+00, -2.6649835435e+00, -1.1458407832e-01
1.3040000000e+00, -2.6653424688e+00, -9.7534502729e-02
1.3050000000e+00, -2.6651279891e+00, -8.1753984338e-02
1.3060000000e+00, -2.6650632700e+00, -7.1324516454e-02
1.3070000000e+00, -2.6657185900e+00, -1.1504680428e-01
1.3080000000e+00, -2.6652092788e+00, -1.4768180299e-01
1.3090000000e+00, -2.6652808762e+00, -1.7284752934e-01
1.3100000000e+00, -2.6650604561e+00, -1.6192000575e-01
1.3110000000e+00, -2.6649804170e+00, -1.4051298984e-01
1.3120000000e+00, -2.6654372026e+00, -1.3522728374e-01
1.3130000000e+00, -2.6650204365e+00, -1.3627435755e-01
1.3140000000e+00, -2.6650420096e+00, -1.5334456822e-01
1.3150000000e+00, -2.6645605245e+00, -1.7140463725e-01
1.3160000000e+00, -2.6650288782e+00, -1.8243815010e-01
1.3170000000e+00, -2.6653496598e+00, -1.4086628736e-01
1.3180000000e+00, -2.6651911449e+00, -1.1220729270e-01
1.3190000000e+00, -2.6658317702e+00, -9.1812646150e-02
1.3200000000e+00, -2.6652805636e+00, -1.0099931966e-01
1.3210000000e+00, -2.6652170951e+00, -1.2607937917e-01
1.3220000000e+00, -2.6639452240e+00, -1.3077167049e-01
1.3230000000e+00, -2.6634956295e+00, -1.2845366357e-01
1.3240000000e+00, -2.6646646378e+00, -1.1110769324e-01
1.3250000000e+00, -2.6651598796e+00, -9.6651884231e-02
1.3260000000e+00, -2.6655603877e+00, -8.7038752478e-02
1.3270000000e+00, -2.6651467482e+00, -1.3137321424e-01
1.3280000000e+00, -2.6646655758e+00, -1.6430961013e-01
1.3290000000e+00, -2.6653656051e+00, -1.8736461828e-01
1.3300000000e+00, -2.6649813550e+00, -1.8091584423e-01
1.3310000000e+00, -2.6654518972e+00, -1.5457329322e-01
1.3320000000e+00, -2.6654071879e+00, -1.5013456322e-01
1.3330000000e+00, -2.6653999969e+00, -1.5165092868e-01
1.3340000000e+00, -2.6646252436e+00, -1.6972381648e-01
1.3350000000e+00, -2.6641775249e+00, -1.8786923969e-01
1.3360000000e+00, -2.6644041981e+00, -2.0085339257e-01
1.3370000000e+00, -2.6644057614e+00, -1.5821006912e-01
1.3380000000e+00, -2.6649672856e+00, -1.2776270116e-01
1.3390000000e+00, -2.6639536656e+00, -1.0581010634e-01
1.3400000000e+00, -2.6639896207e+00, -1.1541073199e-01
1.3410000000e+00, -2.6636134995e+00, -1.3808086470e-01
1.3420000000e+00, -2.6639943105e+00, -1.4178361031e-01
1.3430000000e+00, -2.6638823808e+00, -1.3528700040e-01
1.3440000000e+00, -2.6646608860e+00, -1.1904281810e-01
1.3450000000e+00, -2.6654021855e+00, -1.0553590995e-01
1.3460000000e+00, -2.6652764991e+00, -9.6160081576e-02
1.3470000000e+00, -2.6657298455e+00, -1.4170701040e-01
1.3480000000e+00, -2.6646099236e+00, -1.7305450541e-01
1.3490000000e+00, -2.6634424785e+00, -1.9525941094e-01
1.3500000000e+00, -2.6640340174e+00, -1.8418056345e-01
1.3510000000e+00, -2.6651542519e+00, -1.6102644441e-01
1.3520000000e+00, -2.6656626251e+00, -1.5496066989e-01
1.3530000000e+00, -2.6653749847e+00, -1.5817223815e-01
1.3540000000e+00, -2.6655360008e+00, -1.7290912192e-01
1.3550000000e+00, -2.6641268752e+00, -1.8666865342e-01
1.3560000000e+00, -2.6637920242e+00, -1.9776157028e-01
1.3570000000e+00, -2.6639877448e+00, -1.5236283882e-01
1.3580000000e+00, -2.6647465528e+00, -1.2025215864e-01
1.3590000000e+00, -2.6655053608e+00, -9.6860110912e-02
1.3600000000e+00, -2.6659965382e+00, -1.0683185528e-01
1.3610000000e+00, -2.6655966554e+00, -1.2990968707e-01
1.3620000000e+00, -2.6648691126e+00, -1.3235431833e-01
1.3630000000e+00, -2.6652020877e+00, -1.2583238356e-01
1.3640000000e+00, -2.6655466310e+00, -1.0993649633e-01
1.3650000000e+00, -2.6654146916e+00, -9.4619954506e-02
1.3660000000e+00, -2.6655581991e+00, -8.4024155400e-02
1.3670000000e+00, -2.6658558445e+00, -1.2663808950e-01
1.3680000000e+00, -2.6656607492e+00, -1.5740999093e-01
1.3690000000e+00, -2.6658280184e+00, -1.7930912214e-01
1.3700000000e+00, -2.6652386681e+00, -1.6886746080e-01
1.3710000000e+00, -2.6639908713e+00, -1.4167574514e-01
1.3720000000e+00, -2.6637535679e+00, -1.3707474839e-01
1.3730000000e+00, -2.6633080379e+00, -1.3824875918e-01
1.3740000000e+00, -2.6639377203e+00, -1.5637292201e-01
1.3750000000e+00, -2.6650123076e+00, -1.7334245852e-01
1.3760000000e+00, -2.6651601923e+00, -1.8572569296e-01
1.3770000000e+00, -2.6651661327e+00, -1.4297356638e-01
1.3780000000e+00, -2.6655059861e+00, -1.1066654032e-01
1.3790000000e+00, -2.6656241689e+00, -8.7893544888e-02
1.3800000000e+00, -2.6646449407e+00, -9.8335518878e-02
1.3810000000e+00, -2.6649757272e+00, -1.2202740052e-01
1.3820000000e+00, -2.6656838855e+00, -1.2422753738e-01
1.3830000000e+00, -2.6657945646e+00, -1.1809798172e-01
1.3840000000e+00, -2.6658530306e+00, -9.6820716675e-02
1.3850000000e+00, -2.6656498064e+00, -8.3283481217e-02
1.3860000000e+00, -2.6658614722e+00, -7.5254560560e-02
1.3870000000e+00, -2.6652083408e+00, -1.1993731740e-01
1.3880000000e+00, -2.6656032211e+00, -1.4975406491e-01
1.3890000000e+00, -2.6647806319e+00, -1.7273466172e-01
1.3900000000e+00, -2.6649860447e+00, -1.6266067993e-01
1.3910000000e+00, -2.6639183359e+00, -1.4287851997e-01
1.3920000000e+00, -2.6648622343e+00, -1.3809243284e-01
1.3930000000e+00, -2.6656645011e+00, -1.3959035180e-01
1.3940000000e+00, -2.6645189417e+00, -1.5369348860e-01
1.3950000000e+00, -2.6639089563e+00, -1.7306044581e-01
1.3960000000e+00, -2.6638579939e+00, -1.8464954246e-01
1.3970000000e+00, -2.6639774272e+00, -1.4087472899e-01
1.3980000000e+00, -2.6643060252e+00, -1.1027353591e-01
1.3990000000e+00, -2.6655156784e+00, -8.6637619098e-02
1.4000000000e+00, -2.6655435045e+00, -9.8126354240e-02
1.4010000000e+00, -2.6657160887e+00, -1.2279152365e-01
1.4020000000e+00, -2.6656035338e+00, -1.2744191952e-01
1.4030000000e+00, -2.6652277253e+00, -1.2534308212e-01
1.4040000000e+00, -2.6655338122e+00, -1.0740744885e-01
1.4050000000e+00, -2.6652292885e+00, -9.1876427296e-02
1.4060000000e+00, -2.6651880184e+00, -8.3414482687e-02
1.4070000000e+00, -2.6656892006e+00, -1.2835080084e-01
1.4080000000e+00, -2.6658930502e+00, -1.6015914589e-01
1.4090000000e+00, -2.6657120243e+00, -1.8473833582e-01
1.4100000000e+00, -2.6652674322e+00, -1.7306669886e-01
1.4110000000e+00, -2.6657879989e+00, -1.4912313182e-01
1.4120000000e+00, -2.6657539197e+00, -1.4484948242e-01
1.4130000000e+00, -2.6650379451e+00, -1.4768586748e-01
1.4140000000e+00, -2.6649272660e+00, -1.6396756811e-01
1.4150000000e+00, -2.6651314282e+00, -1.8408895622e-01
1.4160000000e+00, -2.6657717409e+00, -1.9646343638e-01
1.4170000000e+00, -2.6656829476e+00, -1.5436788042e-01
1.4180000000e+00, -2.6659927864e+00, -1.2587146514e-01
1.4190000000e+00, -2.6657367238e+00, -1.0665458122e-01
1.4200000000e+00, -2.6658455269e+00, -1.1596350192e-01
1.4210000000e+00, -2.6659386974e+00, -1.3943371281e-01
1.4220000000e+00, -2.6656923271e+00, -1.4176610176e-01
1.4230000000e+00, -2.6655591371e+00, -1.4047922335e-01
1.4240000000e+00, -2.6656820096e+00, -1.2305258864e-01
1.4250000000e+00, -2.6649757272e+00, -1.0734992076e-01
1.4260000000e+00, -2.6650420096e+00, -9.7115235493e-02
1.4270000000e+00, -2.6656297966e+00, -1.4191179790e-01
1.4280000000e+00, -2.6655794595e+00, -1.7225599048e-01
1.4290000000e+00, -2.6648934996e+00, -1.9702370997e-01
1.4300000000e+00, -2.6655763330e+00, -1.8996526321e-01
1.4310000000e+00, -2.6655807101e+00, -1.6788416815e-01
1.4320000000e+00, -2.6657814332e+00, -1.6099236526e-01
1.4330000000e+00, -2.6652758738e+00, -1.6348608299e-01
1.4340000000e+00, -2.6646164893e+00, -1.8066634740e-01
1.4350000000e+00, -2.6652017751e+00, -1.9912254737e-01
1.4360000000e+00, -2.6651723857e+00, -2.1000598694e-01
1.4370000000e+00, -2.6649835435e+00, -1.6268600480e-01
1.4380000000e+00, -2.6651673833e+00, -1.3262601350e-01
1.4390000000e+00, -2.6653959324e+00, -1.1364268112e-01
1.4400000000e+00, -2.6656541835e+00, -1.2509608651e-01
1.4410000000e+00, -2.6657323467e+00, -1.4565956550e-01
1.4420000000e+00, -2.6656007199e+00, -1.4930572098e-01
1.4430000000e+00, -2.6653799871e+00, -1.4208094300e-01
1.4440000000e+00, -2.6655419412e+00, -1.2512922769e-01
1.4450000000e+00, -2.6653337145e+00, -1.0919863602e-01
1.4460000000e+00, -2.6653168313e+00, -9.8118537923e-02
1.4470000000e+00, -2.6656748186e+00, -1.4098790925e-01
1.4480000000e+00, -2.6651404952e+00, -1.7028909251e-01
1.4490000000e+00, -2.6648519168e+00, -1.9304583001e-01
1.4500000000e+00, -2.6650845303e+00, -1.8223367525e-01
1.4510000000e+00, -2.6654969192e+00, -1.6119215032e-01
1.4520000000e+00, -2.6654015602e+00, -1.5431410416e-01
1.4530000000e+00, -2.6644701678e+00, -1.5645640028e-01
1.4540000000e+00, -2.6648506661e+00, -1.7316643507e-01
1.4550000000e+00, -2.6646133628e+00, -1.9392313341e-01
1.4560000000e+00, -2.6653334019e+00, -2.0194548836e-01
1.4570000000e+00, -2.6653440321e+00, -1.5666275104e-01
1.4580000000e+00, -2.6648509788e+00, -1.2433102542e-01
1.4590000000e+00, -2.6647115357e+00, -1.0035275393e-01
1.4600000000e+00, -2.6655675787e+00, -1.0867806932e-01
1.4610000000e+00, -2.6651523760e+00, -1.3060502662e-01
1.4620000000e+00, -2.6647599969e+00, -1.3248094266e-01
1.4630000000e+00, -2.6658045694e+00, -1.2714271091e-01
1.4640000000e+00, -2.6655313110e+00, -1.0840324762e-01
1.4650000000e+00, -2.6652233481e+00, -9.2513613444e-02
1.4660000000e+00, -2.6647412377e+00, -8.3051492933e-02
1.4670000000e+00, -2.6638973881e+00, -1.2706079591e-01
1.4680000000e+00, -2.6649041297e+00, -1.5541182769e-01
1.4690000000e+00, -2.6636269436e+00, -1.7900053395e-01
1.4700000000e+00, -2.6629910080e+00, -1.6612862338e-01
1.4710000000e+00, -2.6644904903e+00, -1.4576274088e-01
1.4720000000e+00, -2.6649144473e+00, -1.4209126054e-01
1.4730000000e+00, -2.6653768606e+00, -1.4338157812e-01
1.4740000000e+00, -2.6646465039e+00, -1.5852397241e-01
1.4750000000e+00, -2.6644157663e+00, -1.7255551174e-01
1.4760000000e+00, -2.6646299334e+00, -1.8120661122e-01
1.4770000000e+00, -2.6650742128e+00, -1.3555119191e-01
1.4780000000e+00, -2.6652749358e+00, -1.0696973511e-01
1.4790000000e+00, -2.6644661034e+00, -8.8196817981e-02
1.4800000000e+00, -2.6638076568e+00, -1.0003947595e-01
1.4810000000e+00, -2.6652658689e+00, -1.2302382459e-01
1.4820000000e+00, -2.6656704415e+00, -1.2733749353e-01
1.4830000000e+00, -2.6654203193e+00, -1.2185950603e-01
1.4840000000e+00, -2.6654028108e+00, -1.0470894363e-01
1.4850000000e+00, -2.6644470315e+00, -8.9829177590e-02
1.4860000000e+00, -2.6636472660e+00, -8.0538390743e-02
1.4870000000e+00, -2.6642431820e+00, -1.2658743976e-01
1.4880000000e+00, -2.6636744668e+00, -1.5734527183e-01
1.4890000000e+00, -2.6638476764e+00, -1.8344364110e-01
1.4900000000e+00, -2.6644398405e+00, -1.7456962026e-01
1.4910000000e+00, -2.6642019118e+00, -1.5871750441e-01
1.4920000000e+00, -2.6644726691e+00, -1.5401677146e-01
1.4930000000e+00, -2.6631692201e+00, -1.5646640516e-01
1.4940000000e+00, -2.6645345743e+00, -1.7354474480e-01
1.4950000000e+00, -2.6648578572e+00, -1.9182523397e-01
1.4960000000e+00, -2.6650845303e+00, -2.0087621622e-01
1.4970000000e+00, -2.6648093960e+00, -1.5743031335e-01
1.4980000000e+00, -2.6652643056e+00, -1.2676377587e-01
1.4990000000e+00, -2.6655181796e+00, -1.0611775658e-01
1.5000000000e+00, -2.6655166163e+00, -1.1702714631e-01
1.5010000000e+00, -2.6652930697e+00, -1.4172295569e-01
1.5020000000e+00, -2.6655675787e+00, -1.4627893045e-01
1.5030000000e+00, -2.6658126984e+00, -1.4285194449e-01
1.5040000000e+00, -2.6654797233e+00, -1.2707642855e-01
1.5050000000e+00, -2.6655719559e+00, -1.1407726834e-01
1.5060000000e+00, -2.6659011791e+00, -1.0919488419e-01
1.5070000000e+00, -2.6654625274e+00, -1.5500600452e-01
1.5080000000e+00, -2.6645720926e+00, -1.8742652351e-01
1.5090000000e+00, -2.6640634067e+00, -2.1206980723e-01
1.5100000000e+00, -2.6630776128e+00, -2.0003768175e-01
1.5110000000e+00, -2.6648506661e+00, -1.7997257112e-01
1.5120000000e+00, -2.6653118288e+00, -1.7571861884e-01
1.5130000000e+00, -2.6651648821e+00, -1.7720872148e-01
1.5140000000e+00, -2.6647302949e+00, -1.9548983596e-01
1.5150000000e+00, -2.6649688489e+00, -2.1652041804e-01
1.5160000000e+00, -2.6632342518e+00, -2.2656657375e-01
1.5170000000e+00, -2.6637269924e+00, -1.8377880476e-01
1.5180000000e+00, -2.6649560301e+00, -1.5422874998e-01
1.5190000000e+00, -2.6651132944e+00, -1.3262288697e-01
1.5200000000e+00, -2.6643260350e+00, -1.4536129485e-01
1.5210000000e+00, -2.6630666700e+00, -1.6662699175e-01
1.5220000000e+00, -2.6640027521e+00, -1.6999050921e-01
1.5230000000e+00, -2.6635187658e+00, -1.6448313236e-01
1.5240000000e+00, -2.6632995962e+00, -1.4938544741e-01
1.5250000000e+00, -2.6636500799e+00, -1.3558745962e-01
1.5260000000e+00, -2.6648244033e+00, -1.2886573980e-01
1.5270000000e+00, -2.6644267091e+00, -1.7339779804e-01
1.5280000000e+00, -2.6637623222e+00, -2.0423316797e-01
1.5290000000e+00, -2.6631807882e+00, -2.2902089723e-01
1.5300000000e+00, -2.6638926984e+00, -2.1497497588e-01
1.5310000000e+00, -2.6634049602e+00, -1.9553579590e-01
1.5320000000e+00, -2.6647990785e+00, -1.9164670929e-01
1.5330000000e+00, -2.6645680281e+00, -1.9408665076e-01
1.5340000000e+00, -2.6648359715e+00, -2.1049747694e-01
1.5350000000e+00, -2.6643535484e+00, -2.2931385279e-01
1.5360000000e+00, -2.6644804854e+00, -2.3521642261e-01
1.5370000000e+00, -2.6634837487e+00, -1.8621812092e-01
1.5380000000e+00, -2.6646687023e+00, -1.5416184231e-01
1.5390000000e+00, -2.6658645988e+00, -1.3364713713e-01
1.5400000000e+00, -2.6651880184e+00, -1.4543789476e-01
1.5410000000e+00, -2.6652630550e+00, -1.6795138847e-01
1.5420000000e+00, -2.6652571146e+00, -1.7040321074e-01
1.5430000000e+00, -2.6651179842e+00, -1.6372651289e-01
1.5440000000e+00, -2.6651661327e+00, -1.4610697148e-01
1.5450000000e+00, -2.6647321708e+00, -1.3112809454e-01
1.5460000000e+00, -2.6649751019e+00, -1.2410216366e-01
1.5470000000e+00, -2.6654409544e+00, -1.6687711389e-01
1.5480000000e+00, -2.6654340760e+00, -1.9701933283e-01
1.5490000000e+00, -2.6646271195e+00, -2.1999805373e-01
1.5500000000e+00, -2.6654218826e+00, -2.0523647040e-01
1.5510000000e+00, -2.6651042275e+00, -1.8261823804e-01
1.5520000000e+00, -2.6649801043e+00, -1.7570767600e-01
1.5530000000e+00, -2.6654040614e+00, -1.7653089049e-01
1.5540000000e+00, -2.6638689367e+00, -1.9239269857e-01
1.5550000000e+00, -2.6635859861e+00, -2.0781179047e-01
1.5560000000e+00, -2.6630316529e+00, -2.1571127292e-01
1.5570000000e+00, -2.6633305488e+00, -1.6911633233e-01
1.5580000000e+00, -2.6646364991e+00, -1.3707287248e-01
1.5590000000e+00, -2.6654487707e+00, -1.1465411252e-01
1.5600000000e+00, -2.6653890540e+00, -1.2341557839e-01
1.5610000000e+00, -2.6651717604e+00, -1.4355322444e-01
1.5620000000e+00, -2.6649882333e+00, -1.4520903300e-01
1.5630000000e+00, -2.6655478816e+00, -1.3844260384e-01
1.5640000000e+00, -2.6654365773e+00, -1.2118104973e-01
1.5650000000e+00, -2.6643719949e+00, -1.0590140092e-01
1.5660000000e+00, -2.6631457711e+00, -9.6040335602e-02
1.5670000000e+00, -2.6632373783e+00, -1.4141749403e-01
1.5680000000e+00, -2.6630823026e+00, -1.7088532116e-01
1.5690000000e+00, -2.6638558053e+00, -1.9366456965e-01
1.5700000000e+00, -2.6647846964e+00, -1.8210048521e-01
1.5710000000e+00, -2.6652702460e+00, -1.6118902380e-01
1.5720000000e+00, -2.6652605538e+00, -1.5657927278e-01
1.5730000000e+00, -2.6652936950e+00, -1.6040113906e-01
1.5740000000e+00, -2.6651336168e+00, -1.7390210681e-01
1.5750000000e+00, -2.6642244228e+00, -1.9095605954e-01
1.5760000000e+00, -2.6651264258e+00, -2.0033376383e-01
1.5770000000e+00, -2.6652724346e+00, -1.5326953158e-01
1.5780000000e+00, -2.6652614918e+00, -1.2198613037e-01
1.5790000000e+00, -2.6650270022e+00, -9.9526725564e-02
1.5800000000e+00, -2.6635753559e+00, -1.1287949595e-01
1.5810000000e+00, -2.6636594595e+00, -1.3541831453e-01
1.5820000000e+00, -2.6652596158e+00, -1.3985141679e-01
1.5830000000e+00, -2.6654740956e+00, -1.3272918888e-01
1.5840000000e+00, -2.6653321513e+00, -1.1620174325e-01
1.5850000000e+00, -2.6645548967e+00, -1.0040746815e-01
1.5860000000e+00, -2.6643091517e+00, -9.3865836257e-02
1.5870000000e+00, -2.6640627814e+00, -1.3731080116e-01
1.5880000000e+00, -2.6644045108e+00, -1.6542796874e-01
1.5890000000e+00, -2.6647196647e+00, -1.8791238576e-01
1.5900000000e+00, -2.6654525225e+00, -1.7889579531e-01
1.5910000000e+00, -2.6655788342e+00, -1.5969735789e-01
1.5920000000e+00, -2.6651320535e+00, -1.5690067973e-01
1.5930000000e+00, -2.6653643545e+00, -1.6138818355e-01
1.5940000000e+00, -2.6638914477e+00, -1.7914435418e-01
1.5950000000e+00, -2.6642785117e+00, -1.9803826790e-01
1.5960000000e+00, -2.6648847453e+00, -2.0626791157e-01
1.5970000000e+00, -2.6645795963e+00, -1.6140819332e-01
1.5980000000e+00, -2.6648906857e+00, -1.3294491923e-01
1.5990000000e+00, -2.6650226251e+00, -1.1093073183e-01
1.6000000000e+00, -2.6650407590e+00, -1.2441888082e-01
1.6010000000e+00, -2.6638429866e+00, -1.4680637551e-01
1.6020000000e+00, -2.6634743691e+00, -1.4958929696e-01
1.6030000000e+00, -2.6634699919e+00, -1.4450869101e-01
1.6040000000e+00, -2.6636410129e+00, -1.2866908126e-01
1.6050000000e+00, -2.6638317311e+00, -1.1789694605e-01
1.6060000000e+00, -2.6646940272e+00, -1.1096137179e-01
1.6070000000e+00, -2.6644498454e+00, -1.5512918968e-01
1.6080000000e+00, -2.6651189221e+00, -1.8452729526e-01
1.6090000000e+00, -2.6654093765e+00, -2.0850963124e-01
1.6100000000e+00, -2.6653265235e+00, -1.9576278174e-01
1.6110000000e+00, -2.6659752778e+00, -1.7555541414e-01
1.6120000000e+00, -2.6658245792e+00, -1.7076307396e-01
1.6130000000e+00, -2.6651079793e+00, -1.7525276636e-01
1.6140000000e+00, -2.6651411205e+00, -1.9127340200e-01
1.6150000000e+00, -2.6655147404e+00, -2.0842584032e-01
1.6160000000e+00, -2.6654259471e+00, -2.1558120941e-01
1.6170000000e+00, -2.6652705587e+00, -1.7026689417e-01
1.6180000000e+00, -2.6650129329e+00, -1.3928957993e-01
1.6190000000e+00, -2.6655178669e+00, -1.1726726357e-01
1.6200000000e+00, -2.6655400653e+00, -1.3199539306e-01
1.6210000000e+00, -2.6656007199e+00, -1.5220526187e-01
1.6220000000e+00, -2.6654012475e+00, -1.5647515944e-01
1.6230000000e+00, -2.6649125714e+00, -1.4874450943e-01
1.6240000000e+00, -2.6651573784e+00, -1.3205260850e-01
1.6250000000e+00, -2.6642278620e+00, -1.1602071736e-01
1.6260000000e+00, -2.6639317799e+00, -1.0914142058e-01
1.6270000000e+00, -2.6639627325e+00, -1.5107533511e-01
1.6280000000e+00, -2.6653490345e+00, -1.7863629359e-01
1.6290000000e+00, -2.6650817165e+00, -2.0092780391e-01
1.6300000000e+00, -2.6651351801e+00, -1.8758535106e-01
1.6310000000e+00, -2.6645386388e+00, -1.6619865758e-01
1.6320000000e+00, -2.6636875982e+00, -1.5842830069e-01
1.6330000000e+00, -2.6646549456e+00, -1.6247277567e-01
1.6340000000e+00, -2.6643588635e+00, -1.7710398284e-01
1.6350000000e+00, -2.6637004170e+00, -1.9831652878e-01
1.6360000000e+00, -2.6644795474e+00, -2.0585614800e-01
1.6370000000e+00, -2.6650898454e+00, -1.6110273166e-01
1.6380000000e+00, -2.6655000457e+00, -1.2908678524e-01
1.6390000000e+00, -2.6645423906e+00, -1.0526327682e-01
1.6400000000e+00, -2.6652771244e+00, -1.1500928596e-01
1.6410000000e+00, -2.6633546231e+00, -1.3289145562e-01
1.6420000000e+00, -2.6634074614e+00, -1.3454226174e-01
1.6430000000e+00, -2.6644607883e+00, -1.2709143587e-01
1.6440000000e+00, -2.6652474224e+00, -1.0952973520e-01
1.6450000000e+00, -2.6653168313e+00, -9.2079651534e-02
1.6460000000e+00, -2.6649441493e+00, -8.5921644476e-02
1.6470000000e+00, -2.6637244912e+00, -1.3029893965e-01
1.6480000000e+00, -2.6639821170e+00, -1.5636948283e-01
1.6490000000e+00, -2.6637319949e+00, -1.7740975715e-01
1.6500000000e+00, -2.6645230061e+00, -1.6319844253e-01
1.6510000000e+00, -2.6644720438e+00, -1.4343848091e-01
1.6520000000e+00, -2.6642078522e+00, -1.3927082077e-01
1.6530000000e+00, -2.6642259861e+00, -1.4145063521e-01
1.6540000000e+00, -2.6643779353e+00, -1.5769544282e-01
1.6550000000e+00, -2.6633683798e+00, -1.7435138870e-01
1.6560000000e+00, -2.6642869534e+00, -1.8147674313e-01
1.6570000000e+00, -2.6653330892e+00, -1.3416989240e-01
1.6580000000e+00, -2.6653652924e+00, -1.0474239746e-01
1.6590000000e+00, -2.6658383359e+00, -8.0531512384e-02
1.6600000000e+00, -2.6656291713e+00, -9.3833945685e-02
1.6610000000e+00, -2.6656932651e+00, -1.1562145989e-01
1.6620000000e+00, -2.6659449505e+00, -1.1770278874e-01
1.6630000000e+00, -2.6653258982e+00, -1.0915892913e-01
1.6640000000e+00, -2.6654096891e+00, -9.2458586574e-02
